company,competitors,degree,department,experience,job_category,job_content,jobname,others,skills,tools,update_time,url,page
喬美國際網路股份有限公司,5,專科以上,不拘,3年以上,電腦系統分析師,"【工作範疇】 （１）系統開發進度追踪、修正與管理。 （２）系統需求訪談、彙整、溝通、確認與管理。 （３）系統分析規格文件撰寫，prototype製作。 （４）使用者教育訓練及教材撰寫。 （５）系統功能測試。 【加分條件】 （１）具３年以上web／app專案管理及系統分析經驗。 （２）有Agile開發經驗者優先 (Kanban, Scrum等)。 （３）熟悉MariaDB／MySQL等資料庫者優先。 （４）具Java／JSP／Spring／Struts程式設計經驗者優先。 【基本福利】 （１）保 險：勞保／健保／職業災害／新制退休金提撥／公司額外提供之團體保險 （２）休 假：週休二日／產假…等按本國勞基法所規定之。 【其他福利】 （１）獎金禮品：三節／生日／年終／績效／專利申請獎金等 （２）補助津貼：結婚／生育／喪事／住院補助津貼等 （３）休閒娛樂：尾牙或不定期餐敘／出遊 （４）其他福利：員工圖書／書報借閱 （５）員工優先入股與人性化自主管理",（資訊處）Senior,（１）主動積極、細心負責，有自我學習新科技新服務或工具的能力，並能獨立作業者。 （２）具工作熱忱、樂於學習與成長、喜歡參與開發及討論。 （３）良好的溝通能力、問題分析解決能力，能與內部RD/QA團隊合作。,系統架構規劃 、 系統整合分析 、 功能測試(function test) 、 使用者測試(Usability test) 、 問題追蹤處理(Bug tracking) 、 文書處理軟體操作 、 流程圖軟體操作 、 電子試算表軟體操作 、 簡報軟體操作,MySQL,2017-01-02,http://www.104.com.tw/job/?jobno=4dwce&jobsource=n104bank1&hotjob_chr=,64
財團法人商業發展研究院,11-30,博士,企業管理相關、工業管理相關、市場行銷相關,不拘,統計學研究員,負責帶領及訓練所屬團隊研究員，執行亞東電子商務公司與補助業界開發國際市場等民間案，以及爭取商業司明年標案。 1. 負責相關質量化調查研究計畫、設計與分析工作。 2. 撰寫與製作分析報告(含簡報)。 3. 支援組內其他專案工作。 4. 上級臨時交辦任務。 一、 薪獎制度：具競爭力之薪酬、端午禮金、中秋禮金、年終獎金、營運獎金、其他專案獎勵金。 二、 上下班制度：彈性上下班、週休二日。 三、 請休假制度： 1. 特休：專任或約聘人員服務滿半年者享三日特休；服務滿一年者享七日特休；服務滿三年者享十四日特休；服務滿六年者享二十一日特休；服務滿九年者享二十八日特休；服務滿十四年以上者享三十日特休；派遣或工讀助理則依照勞基法特休規定給假。 2. 給薪事假：專任或約聘人員服務滿一年者，每年享有六天給薪事假(未滿一年者依在職比例)；派遣或工讀助理事假則依照勞工請假規則辦理。 3. 給薪病假：專任或約聘人員服務滿一年者，每年享有十五天給薪病假(未滿一年者依在職比例)；派遣或工讀助理病假則依照勞工請假規則辦理。 4. 其他假別依相關法規辦理。 四、 保險保障：團體保險、國外出差旅遊平安險。 五、 教育訓練：年度教育訓練、設有圖書室可借閱書籍。 六、 交通位置：位居市區樞紐、便捷的工作地點。 七、 其他：生日禮金、喜慶賀禮及喪葬奠儀、生育禮金、健檢、員工旅遊、年終餐會活動等。,消費行為研究員-行銷所,1. 瞭解電商平台國際化最新趨勢 2. 擅長各種質、量化研究規劃、設計與分析(含實驗設計) 3. 精通Office Word、Powerpoint與Excel 4. 英文應說讀寫精通，中文撰述文筆流暢 特質： 1. 積極任事、有企圖心 2. 擅長溝通協調 3. 具團隊合作經驗,市場調查資料分析與報告撰寫 、 申請與執行研究計畫,不拘,2016-12-27,http://www.104.com.tw/job/?jobno=595gz&jobsource=n104bank1&hotjob_chr=,64
知意圖股份有限公司,5,大學、碩士,不拘,2年以上,系統維護／操作人員,研究並學習巨量資料 (Big Data) 新技術的各種服務，協助客戶進行 PoC (Proof of Concept) 並建構整合 Hadoop Ecosystem 的解決方案。此職務將直接面對客戶，需與 Pre-sales/Project Manager 合作進行叢集架構上的 End-to-End 技術設計與可行性評估，專案過程亦有訪談與簡報的需求。此職務不僅可以學習到巨量資料的最新技術，亦可直接面對並了解市場的技術需求。 【薪資保險篇】 -固定薪資(含本薪、職務加給、伙食津貼)12個月，每月20日提前發放當月薪資 -視個人績效表現發放年終獎金、績效獎金、盈餘分紅等優渥獎金 -勞保、健保、退休金提撥 -免費團保(醫療險、防癌險、意外險及壽險) -眷屬團保優惠 【休假制度篇】 -周休二日、人性化管理 -彈性上、下班時間制度 (提供三個彈性上班時段8:30~17:30、9:00~18:00；9:30~18:30供員工自由選擇) -優於勞基法的特別休假-到職當年最多享有9天年假(依到職比例計算) -每年支薪病假(含生理假)8天 -提供男性同仁陪產假5天 -正職人員生日當月享一日在家上班 【福利補助篇】 -三節、生日發放禮金或禮卷 -優惠電影券 -結婚禮金、生育禮金、喪葬補助、旅遊補助 -自有汽、機車停車場供同仁申請 -員工健康檢查 -社團經費補助 -集團產品優惠價 -教育訓練、在職進修補助 -悅知文化叢書購書優惠 -恆逸資訊教育訓練中心專業課程優惠價 【健康休閒篇】 -員工餐廳及休閒咖啡吧 -社團活動 -明亮的辦公室環境 -不定期舉辦旅遊活動及員工活動 -設有羽球館、健身房、哺乳室、盥洗室、增進員工身心健康,Hadoop,需求條件： •主動積極，願意溝通，團隊合作 •兩年以上 Linux 系統管理或建置經驗 以下皆為非必要但加分的條件： •有叢集 (Cluster) 系統建置、效能監控調教或維運經驗者 •有系統網路管理自動化經驗者 •有程式或網站開發經驗者 •熟悉資料庫管理或 SQL Statement 者 •有 Hadoop Ecosystem 或分散式運算經驗者 •有技術服務或專案支援經驗者,不拘,不拘,2016-12-28,http://www.104.com.tw/job/?jobno=4fv77&jobsource=n104bank1&hotjob_chr=,64
李長榮化學工業股份有限公司,5,大學、碩士,資訊工程相關、資訊管理相關,2年以上,軟體設計工程師,1.太陽能發電/綠能 網頁介面設計 2後端程式連結測試 3資料庫設計與維護 ◆ 獎金 / 禮品類 1.年終獎金 2.三節禮金 3.生日禮金 ◆ 退休儲蓄 持股信託 ◆ 保險類 1.勞保 2.健保 3.員工團保 意外險 壽險 醫療險(含眷屬) ◆ 休閒類 1.國內旅遊 2.國外旅遊 ◆ 制度類 1.伙食費 2.員工提案獎金 3.完整的教育訓練 4.順暢的升遷管道 ◆ 請 / 休假制度 1.週休二日(輪班人員依排班) 2.特休/年假 3.陪產假 4.家庭照顧假 5.女性同仁生理假 ◆ 其他 1.健康檢查 ◆ 補助類 1.員工進修補助 2.子女教育獎助學金 3.旅遊補助,IOT,"1. 熟 HTML5/Jquery/ASP.net/AJAX/JSON/RWD設計架構 2. 熟 MySQL/MS SQL/Azure..等資料庫 3. 了解 Niagara workplace ax/MODBUS TCP/RS232/RS485尤佳 4. 了解跨平台開發(web, mobile, tablet) 5. 具App開發(Android/iOS)尤佳",不拘,AJAX 、 ASP.NET 、 MS SQL 、 MySQL 、 HTML 、 jQuery,2016-06-17,http://www.104.com.tw/job/?jobno=4hbi1&jobsource=n104bank1&hotjob_chr=,64
創星物聯科技股份有限公司,11-30,大學以上,資訊工程相關、資訊管理相關,3年以上,資料庫管理人員,"1. 負責軟體系統產品專案管理 (需求訪談、規格定義、軟體開發流程管理、Pre-sales 產品推廣) 2. 規劃雲端服務之相關會員系統, 應用服務與設備大數據分析資料庫 3. 依據使用者需求，參與資料庫架構的設計，並針對整體系統架構提供建議，以創建最佳資料庫架構 4. 與第三方軟體開發商協力完成產品開發，包含: 合約內容、預算、規格制定、專案管理等 5. 負責與軟體系統開發商進行相關產品問題之追蹤與管理 【相關連結】 鴻海用雲端 算出台灣第一個UBI車險http://www.cnabc.com/news/aall/201608040062.aspx 創星物聯雙軌並進，攻潔淨科技、車聯網 http://www.chinatimes.com/realtimenews/20160810008470-260410 ◆ 獎金 / 禮品類 1.年終獎金 2.三節禮金/禮品 3.生日禮金/禮品 ◆ 保險類 1.員工團保 ◆ 制度類 1.完整的教育訓練 2.順暢的升遷管道 ◆ 請 / 休假制度 1.週休二日 ◆ 補助類 1.結婚禮金 2.生育津貼 3.旅遊補助 其他福利： 依專業能力及工作職責給薪，保障年薪14個月 績效獎金(視當年度營運及個人表現績效而定)",資深軟體專案經理,"1. 具體(2 ~3年)参與雲端軟體平台或手機應用app與系統產品(軟硬體)之產品開發經驗。(面試時請具體說明) 2. 熟資料庫SQL 語法, 指令及運用尤佳 3. 熟悉 SQL 資料庫操作尤佳 4. 熟悉web 前端物件控制，資料傳遞、資料傳遞、jQuery/Java script/Web socket 等等 5. 具基本網路、雲端架構(VM、Failover Cluster、High Availability、NLB、SAN/NAS等)、Android/iOS App架構、車載硬體等基本知識尤佳",資料庫程式設計 、 專案管理軟體操作,JSP 、 MS SQL 、 HTML 、 JavaScript 、 XML 、 jQuery,2017-01-03,http://www.104.com.tw/job/?jobno=4tfff&jobsource=n104bank1&hotjob_chr=,64
國泰醫療財團法人國泰綜合醫院,5,專科、大學,醫務管理相關、護理助產相關,不拘,行政人員,1.負責癌症個案登錄及勘誤、申報。 2.癌症資料庫癌症個案追踨作業。 3.癌症登錄教育訓練宣導。 4.負責癌症資料庫內部同儕審查統計。 5.負責癌症資料庫申請作業。 6.全院性癌症資料統計及分析。 7.負責癌症資料庫內部同儕互審。 本院有健全福利制度 1.提供完善的在職教育訓練及國內外各項研習、進修課程機會 2.享有勞保、健保、團保(含眷屬) 3.年終獎金、端午代金、中秋代金、婚喪禮金 4.子女教育補助費、國內外旅遊補助及康樂社團活動等 5.享有合格幼教托育機構之托育費用優惠 6.年終餐會補助、生日贈點商品 7.關係企業商品優惠、企業購屋優惠、企業員工房貸優惠及企業壽險保費優惠 8.員工及眷屬、退休員工就醫優待、免費員工制服訂製 9.午餐及晚餐便當費用補助（員工每餐僅負擔10 元） 10.定點交通車接駁服務,總院病歷組癌登管理師,(一)熟悉OFFICE系統操作、具統計分析能力者 。 (二) 具癌登證照者。,不拘,不拘,2017-01-05,http://www.104.com.tw/job/?jobno=55gag&jobsource=n104bank1&hotjob_chr=,64
漢鐘精機股份有限公司,5,大學以上,會計學相關、財稅金融相關,3年以上,稽核人員,"1.集團財務管理與稽核作業 2.集團經營及關鍵績效分析 3.集團資源配置及改善計畫擬定 4.集團專案管理 薪資：優於業界之起薪標準、每年定期調薪。 年終獎金：優於市場行情的年終獎金，以上年度為例，年終獎金平均為4個月之全薪。 升遷:公司成長迅速，升遷管道暢通，不會有大型企業苦磨年資卻無晉升機會的狀況 生產獎金：每月依營收、品質及個人績效發給生產相關人員生產獎金，平均金額4000~8000元。 津貼：輪班津貼最高達每日700元，另針對夜班人員額外提供夜點津貼，特殊作業另有特殊津貼。 伙食補助：除每月定額發給伙食津貼外，平時用餐每餐補助2/3，加班全額補助。 加班費：有別於一般公司之責任制，加班皆可請領加班費或擇日補休。 分紅/配股：為使員工能與公司共享營運成果，漢鐘提供員工分紅配股、員工認股及現金增資認股。 五星級套房員工宿舍： 觀音廠提供員工舒適的冷氣套房，各房間除備有高級傢俱、寢具及陽台，且備有汽車地下停車場及機車停車棚，優雅的花園廣場，全棟均有有線電視及免費上網設備。台中廠暫無提供員工宿舍。 員工保險 團體保險：為提高員工保障，特別為員工加保團體保險，包含意外險、意外醫療險、住院醫療險及癌症險。 旅遊平安險：為確保員工出差之安全，員工於國外出差給予額外800萬元意外保險。 獎勵及補助金 禮金：一般公司該有的三節禮金、生日禮金、婚喪喜慶補助金、生育禮金等一個都不少。 子女教育補助：為鼓勵員工子女在學業上優異之表現，每學期給予最高10,000元之教育補助津貼。 資深員工獎勵：每年尾牙頒發資深員工金牌一面以資獎勵(10年5.5錢、20年1兩)。 模範員工表揚：每年推選出模範員工，於廠慶當日表揚並發放獎金、獎牌，並提供涵碧樓湖景套房一晚，讓同仁在工作繁忙之餘，亦可安排度假放鬆心情。 休閒與聚會活動 公司旅遊：漢鐘希望每一個員工都能夠在工作與休閒取得平衡，因此公司定期補助員工及眷屬參與國內外旅遊，除讓員工可享受假期，舒緩工作壓力，創造精彩生活，更可凝聚員工間的向心力。旅遊補助金到職滿三個月即有6,000元，依年資最高可達50,000元/人。 尾牙晚會：年終舉辦尾牙活動，犒賞員工辛勞並創造全體同樂之氣氛，現場有精采表演、美味佳餚及高額的摸彩金。 廠慶：於建廠紀念日舉辦摸彩、烤肉或各類團康活動。 社團：成立各類社團，提供員工工作外之正當休閒活動。 廠區設施 全廠區均有空調冷氣，提供優質工作環境、餐廳優雅舒適，令用餐氣氛及品質大大提升、工廠內設有汽、機車停車場，每位員工均可免費停放。 其他制度 制服：每年冬夏二季替員工量身訂做免費制服。 健康檢查：每年免費健康檢查。 訓練：配合同仁實際需求，安排個別的學習計劃，提供不斷學習成長的機會，讓訓練與工作實務緊密結合。",集團稽核專員(觀音廠),企業風險管理師 、 乙級會計事務技術士 、 企業內部控制人員,企業風險管理 、 財務報告查核及簽證 、 帳務查核與會計稽查 、 編制內部稽核計劃 、 分析管理會計資訊 、 財務報表分析 、 會計或審計專業知識,VBA 、 MS SQL,2017-01-05,http://www.104.com.tw/job/?jobno=4y8i6&jobsource=n104bank1&hotjob_chr=,64
福永生物科技股份有限公司,11-30,碩士,醫藥工程相關、化學工程相關、材料工程相關,不拘,生物科技研發人員,"1.新產品專案開發 2.配合主管要求進行現有產品技術精進及資料彚整分析 3.生化感測儀器操作、實驗室設備操作 員工薪資與福利 一、薪資與獎金 （1）固定月薪。 （2）年節獎金(端午,中秋,年終) (依實際營運狀況)。 （3）享有員工分紅、績效獎金、認股制度(依實際營運狀況)。 （4）依個人績效表現年度調薪。 二、福利制度 （1）端午、中秋、生日禮券。 （2）結婚禮金、生育補助金、婚喪喜慶等補助。 （3）公司補助午餐費用。 （4）子女教育獎助學金。 （5）社團獎勵補助。 （6）特約商店折扣。 （7）公司聚餐、年終聯歡晚會舉辦。 （8）定期舉辦國內、外旅遊及團康活動。 （9）個人汽、機車停車位，提供同仁申請使用。 三、假勤制度 （1）周休二日。 （2）間接人員彈性上下班出勤制度、重視員工自主管理。 （3）優於勞基法之休假制度(滿一年享有三天不扣薪病假)。 四、保險制度 （1）完善之保險規劃，勞保、健保、勞退金提撥、團保、出差旅遊平安險等保障。 （2）每年定期舉辦免費健康檢查及新進員工健檢補助。 （3）完善的退休金制度。 員工訓練與發展 一、完整的教育訓練體系。 二、完善的新人訓練計劃。 三、專業技能持續進修補助。",生化研究員,1.專長需求：生物化學分析、材料工程、生物電子感測器製備與應用 2.具研究專案規劃能力且能獨立完成專案開發任務兼具風險與統計分析能力者尤佳 3.具有分析思考能力、個性主動積極 4.遵循計畫規劃之時程完成工作，並即時回報進度 5.具團隊合作的個人特質，積極耐心完成主管交付工作 6.具醫療器材產品研發經驗尤佳,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=3ktct&jobsource=n104bank1&hotjob_chr=,64
財團法人藥害救濟基金會,5,大學以上,護理助產相關、其他醫藥衛生相關、公共衛生相關,2年以上,其他醫療從業人員,一、     辦理民眾諮詢與衛教宣導； 二、     國內外食藥安全警訊監控； 三、     計畫執行、會議召開等行政庶務； 四、     資料庫管理及統計分析； 五、     其他交辦事項等。 週休二日,研究人員(A),資格條件： 一、  國內外大學以上食品營養、醫藥護理、公共衛生相關科系畢業。 二、  具資料庫管理與統計分析經驗。 三、  具2年以上工作經驗。 其他： 一、  本職務需細心負責、積極主動、個性活潑者。 二、  具備良好表達能力，有衛教或宣導經驗者尤佳。 三、  因應活動所需，需配合假日出差(不定期，平日可補休)。,不拘,不拘,2016-11-28,http://www.104.com.tw/job/?jobno=4rnkb&jobsource=n104bank1&hotjob_chr=,64
樺鼎商業資訊股份有限公司,5,專科以上,不拘,2年以上,國內業務人員,1. 處理並追蹤客戶訂單，提供出貨文件及發票寄送。。 2. 保持與客戶間之聯繫，回覆e-mail。 3. 協助業務處理銷售業務會議及相關作業。 4. 維護既有客戶，支援業務推展，訓練及行銷活動。 1. 服務滿三個月以上享特休假，服務滿一年，每年加給一日，最多三十天 2. 事假、病假、喪假、婚假、產假、陪產假 3. 年終獎金 4. 勞健保、勞退提撥 、團保 5. 彈性上下班 6. 開放的環境 7. 免費咖啡及點心,Sales,1. 溝通協調能力佳 2. 熱忱、積極、企圖心強喜歡接受挑戰 3. 熟悉 Excel 資料分析及操作者佳,不拘,不拘,2017-01-05,http://www.104.com.tw/job/?jobno=58cmt&jobsource=n104bank1&hotjob_chr=,64
全聯工程科技股份有限公司,5,大學,環境工程相關、資訊工程相關,不拘,其他資訊專業人員,"1.資訊系統設計.開發 2.資訊系統整合 3.雲端資料整合,分析 4.網頁維護,更新 ■ 獎金/禮品 年終獎金/三節獎金or禮品/績效獎金 ■ 保險 勞保/健保/員工團保 ■ 休閒福利 國內旅遊/國外旅遊/部門聚餐or慶生會 ■ 休假制度 特休/年假/陪產假 ■ 其他補助 結婚禮金/生育津貼/員工進修補助/住院慰問金/公務手機/工務車",資訊系統工程師,"易溝通且能獨立作業者 1.熟悉語言程式,資料庫管理,網頁維護經驗者優先錄取",不拘,不拘,2017-01-04,http://www.104.com.tw/job/?jobno=4rf55&jobsource=n104bank1&hotjob_chr=,64
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,11-30,大學、碩士,電機電子工程相關,2年以上,軟韌體測試工程師,1.擬定測試計畫 2.測試軟體撰寫 3.電測治具設計架設 4.產品功能驗證測試 5.分析測試資料、撰寫測試報告 台達電子視員工為最重要的資產，向來注重人才培訓，我們提供訓練培育課程以滿足不同國家及地區員工之各種需求，從改進個別員工技能到培育管理領導者才能的訓練培育體系如下： 1. 新人訓練 2. 專業/職能訓練：研發及工程、行銷/銷售、財務/管理、進出口/採購、資訊科技等專業訓練 3. 管理才能訓練：基層、中階及高階管理訓練 4. 通識教育訓練：公司價值觀、顧客滿意、品質、安全及衛生 5. 專案導向訓練：企業議題討論會/研討會 6. 自我發展訓練：語言課程、數位學習 為提供同仁們整合性更高的教育訓練系統，台達在台灣區人資網站上新成立了學習與發展社群，以學習者為中心，提供學員所需的訓練資訊包含課程公告、外訓課程介紹、線上教材，並整合常見問題以解決疑問。另我們亦設有「學習評核區」，得以隨時於線上評量學習成果並由系統記錄之。 ◎ 多元學習環境 -e-Learning學習平台 -面面俱到的訓練藍圖 -全額補助外部技術研討及技能訓練。 -鼓勵學習的組織及環境 ◎ 與國際接軌之員工個人發展 -放眼全球的工作歷練及發展 -全球各地研發中心之交流與學習 -參與國際知名專家主持之專案 -管理與技術職之雙軌晉升 ◎ 績效導向之薪酬 -以能力為依歸的績效管理 -公司營運獲利分享的奬金紅利 ◎ 福利及生活照顧 -全額補助的團體保險 -自助式且多樣選擇的廠內用餐補助 -感性與知性兼具的社團活動 -國內外自由行旅遊活動 -美輪美奐的知名連鎖咖啡廳、便利商店 -為地球盡一份心力的環保公益活動,產品驗證工程師(台達電子_台中工業區),普通重型機車、普通小型車,執行產品可靠度測試與問題分析 、 規劃測試機台運作流程與排程 、 維護與設置測試系統與設備校正,C++ 、 Visual Basic 、 Visual C++ 、 Excel 、 PowerPoint 、 Word,2017-01-03,http://www.104.com.tw/job/?jobno=4xbs8&jobsource=n104bank1&hotjob_chr=,64
華碩電腦股份有限公司,6-10,碩士以上,資訊工程相關、統計學相關、電機電子工程相關,不拘,軟體設計工程師,1. 使用者行為建模與行為預測 2. 雲端應用服務開發 3. 巨量資料處理與分析 1.勞保、健保、團保 2.華碩員購網 3.員工分紅、三節獎金、績效獎金、專利獎金、模範員工獎金 4.文康券、員工暨子女獎助學金、生日禮券、婚喪喜慶禮金補助、餐飲補助 5.不定期文康活動、華碩家庭日 6.年度員工健康檢查、哺乳室、員工醫務室、醫生駐診 7.五星級休閒中心( 綜合球場、健身房、游泳池、SPA 、三溫暖烤箱、瑜珈韻律教室等各項休閒措施)、美食街飲食,2017研發替代役~Big,申請人員應至少具備一項以下專業知識： • 資料探勘(Data mining ) • 機器學習(Machine learning) • 分散式運算技術(distributed computing),不拘,不拘,2016-08-30,http://www.104.com.tw/job/?jobno=51w6e&jobsource=n104bank1&hotjob_chr=,64
紅坊創意股份有限公司,6-10,大學以上,不拘,2年以上,廣告文案／企劃,1.傳統/數位廣告行銷策略企劃與執行 2.與客戶溝通維繫、提供適切服務 3.資料收集/分析報告/專案管理/時程控管/簡報 4.跨領域溝通協調、協助創意發想 1. 健康與保障：健康檢查、勞保、健保、員工團體保險及眷屬醫療險 2. 共同成長：海內外教育訓練資源、圖書借閱 3. 生活關懷：年休假、特別假、重大節慶禮物、男性陪產假、奧美集團年資紀念金幣、員工停車優惠 4. 休閒娛樂：同仁旅遊、團康活動、社團活動、部門聚餐、大型晚會、各大飯店訂房優惠折扣、特約商店折扣、電影票折扣...,Account,"1.英文聽說讀寫流利 英文聽說讀寫流利 英文聽說讀寫流利 (必要條件, 很重要!!!) 2.對廣告具有熱情 3.不怕挫折與失敗 4.具組織能力、創造力、細心，並渴求吸收新知 5.邏輯佳，具跨領域溝通協調能力及良好簡報能力 6.擅長資料收集分析、時間控管 7.可以獨立能力完成作業，無經驗可 (具備2年以上活動公司、廣告代理商工作經驗尤佳)",不拘,Excel 、 PowerPoint 、 Word,2017-01-03,http://www.104.com.tw/job/?jobno=4hl4n&jobsource=n104bank1&hotjob_chr=,64
萬相股份有限公司,6-10,大學以上,不拘,3年以上,產品企劃主管,1.公司相關通路產品規劃 / 選品 / 策商。 2.參與公司近中遠產品開發策略。 3.洽談合作廠商條件及行銷推廣方式。 4.市場分析及通路發展策略。 5.需具備數位媒體資料收集/報告分析/專案管理/時程控制等基本執行經驗。 6.可獨立作業，包含前期規劃、提案簡報、中期洽談、後續分析等。 7.溝通能力強、對投入新創事業有熱情，需跨部門或與不同專業背景人員溝通。 ◆ 獎金 / 禮品類 1.年終獎金 2.生日禮金 ◆ 保險類 1.員工團保 ◆ 制度類 1.業績獎金 2.彈性工時 ◆ 請 / 休假制度 1.週休二日 2.到職即享有年度特休/年假 3.家庭照顧假 4.女性同仁生理假 ◆ 補助類 1.結婚禮金 2.生育津貼 3.年度旅遊或健檢補助,產品策略主管,未填寫,不拘,不拘,2017-01-03,http://www.104.com.tw/job/?jobno=51ewq&jobsource=n104bank1&hotjob_chr=,64
Inventec_英業達股份有限公司,6-10,專科、大學、碩士,資訊工程相關、資訊管理相關,不拘,Internet程式設計師,1. Web應用系統維護與開發 2. 需求分析設計 一、 薪資福利： 1. 人性化的上、下班彈性出勤制度。 2. 員工分紅、年終獎金制度。 3. 生日禮券、三節禮品、婚喪生育補助。 4. 勞保、健保、團保等相關保障。 5. 年度員工免費健康檢查。 6. 女性員工生理假/男性員工陪產假。 7. 保健室、哺乳室設置。 8. 員工餐廳、福利社設置。 9. 尾牙聚餐、年終聯歡晚會舉辦。 10. 退休金提撥、完善的退休制度。 二、教育訓練與休閒活動： 1. 每月英、日文語文獎助金。 2. 完整的教育訓練體係。 3. 社團活動：籃球社、壘球社、巧藝社、羽球社、網球社、保齡球社、登山社、健身社、吉他社、單車社、瑜珈社。 4. 休閒旅遊、運動會、人文講座、電影欣賞。,應用系統開發工程師(士林),"資料庫應用系統與Web應用系統開發相關經驗, 電子製造業品管/採購/倉庫相關經驗",不拘,Visual Studio .net 、 ANSI SQL 、 MS SQL,2016-12-30,http://www.104.com.tw/job/?jobno=21n5p&jobsource=n104bank1&hotjob_chr=,64
台欣生物科技研發股份有限公司,5,大學以上,材料工程相關、電機電子工程相關、機械工程相關,不拘,光電工程師,1先進製程設備整合 2電化學分析與設計 3光學分析與設計 4功能基板分析與設計 5生醫材料分析與設計 6介面分析 7血糖試片結構設計 8流道設計/表面能與親疏水設計 9實驗設計 10專利分析與閱讀 11.其他:主管交辦事項 1. 獎金制度-- *中秋節/端午節獎金 *依據營運績效發放 -直接人員:年終獎金 -間接人員:每季KPI獎勵制度(最高可領到4個月獎金) 2.保險福利:員工享:勞、健、退休金及免費團體健康保險 3.優於勞基法的休假制度 4.免費年度員工健康檢查 5.免費的員工汽車停車場 6. 福利委員會活動 *員工旅遊 *員工不定期聚餐 *生日祝賀金,研發替代役-醫財研發處,TOEIC,不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=58oux&jobsource=n104bank1&hotjob_chr=,64
新漢股份有限公司,6-10,大學、碩士,不拘,3年以上,客戶服務主管,1. 負責Key account 客戶的品質相關事宜。 2. 處理品質客訴，DOA 及 RMA 分析報告撰寫。 3. 品質相關稽核與改善活動。 4. 品質資料回饋及分析。 5. 品質改善績效追蹤。 【教育訓練】提供內部/外部教育訓練機會，充實工作知識技能。 【醫療保險】全員投保勞健保、團體保險。 【健康檢查】定期特殊作業健康檢查。 【福利津貼】旅遊、生日/年節/生育/婚喪喜慶禮金、住院慰問金。 【活動舉辦】年終尾牙、各項活動競賽、績優同仁表揚。 【員工團膳】員工餐廳提供團膳服務，讓同仁享有美味及多樣的餐食選擇。 【福利委員會】提供同仁申請社團成立及活動舉辦經費，規劃同仁休閒活動，促進同仁情感交流。 【健康活力館】健身房及韻律教室提供同仁更多運動空間，讓同仁能夠盡情揮灑汗水。,(Q02-Q001),1. 具有電子產業3年以上品保相關經驗。 2. 熟悉工廠運作流程。 3. 熟悉品保手法及問題分析。 4. 處理品質客訴相關經驗。,不拘,不拘,2016-12-19,http://www.104.com.tw/job/?jobno=586so&jobsource=n104bank1&hotjob_chr=,64
復華證券投資信託股份有限公司,5,碩士,財稅金融相關、一般商業學類、經濟學相關,不拘,金融理財專員,1.業務專案管理與活動推廣2.金融市場趨勢、資訊彙整及分析3.同業產品資料蒐集、分析、比較4.銷售文件製作5.輔導業務銷售、開發及新進業務訓練 1.到職第一年即享有10天年假 2.員工教育訓練、職務輪調機會 3.CFA、CFP、FRM證照考試補助 4.員工團體保險 5.職工福利委員會：員工旅遊(或補助)、員工進修補助金、生日禮金、婚育喪葬補助等 6.中秋、端午獎金、年終獎金、績效獎金 7.公務電話費補助，業務同仁油資補助 8.完善的升遷制度 9.其他：免費咖啡、哺乳室等,專案經理,1.台政大畢業2.熟悉金融商品及基金3.精通Office軟體，具Lipper、bloomberg、TEJ使用經驗佳4.表達能力好、領導力強、個性開朗、喜歡數字分析工作,不拘,不拘,2017-01-06,http://www.104.com.tw/job/?jobno=4df9r&jobsource=n104bank1&hotjob_chr=,64
鴻海精密工業股份有限公司,5,大學、碩士,電機電子工程相關、資訊工程相關、工業工程相關,5年以上,通訊工程研發主管,1.Digital boardroom規劃，包括整體規劃、方法論、可行性分析 2.資料倉儲架構規劃 3.KPI指標邏輯整理及設計 4.視覺化呈現介面設計 ◎年薪：12個月 ◎獎金：年終奬金、績效奬金(視當年度營運及個人表現績效而定)、研發專利獎金 ◎勞保、健保、勞退、團保、健康檢查 ◎結婚、生育、生日禮金及住院、喪葬等慰問金 ◎內訓外訓：技術類/管理類/通識類教育訓練/e-Learning ◎組織學習：技委會/研討會/座談會/讀書會/提案改善發表 ◎產學合作：大學/國際機構研究合作計畫,SAP,"一、專業背景： 1.製造業企業指標分析 2.大數計技術應用 3.相關電腦技能包括 (Java、MVC、UI開發; STORY UI開發/客製; SAP Business Objects) 二、產業經驗 1.五年以上SAP, HANA, BO經驗，熟悉大數據資料庫架構 2.具有JAVA, MVC, UI開發經驗 3.具有財務、製造業供應鏈或商業、IT相關領域策略規劃經驗 三、人格特質 1.善於溝通 2.抗壓性強 3.具機動性，可配合任務需求機動出差 4.具團隊合作精神 5.具責任心",不拘,Java,2016-11-21,http://www.104.com.tw/job/?jobno=566vm&jobsource=n104bank1&hotjob_chr=,65
